Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
83;84;5471;1537;1205;605;200;50;10;2290;1150;380;95;19
84;85;5608;1627;1220;610;205;50;10;2318;1159;390;95;19
85;86;5748;1710;1240;620;205;50;10;2356;1178;390;95;19
86;87;5892;1787;1255;630;210;55;10;2385;1197;399;105;19
87;88;6039;1867;1275;640;215;55;10;2423;1216;409;105;19
88;89;6190;1980;1290;645;215;55;10;2451;1226;409;105;19
89;90;6345;2069;1310;655;220;55;10;2489;1245;418;105;19
90;91;6504;2180;1325;665;220;55;10;2518;1264;418;105;19
91;92;6666;2275;1345;675;225;55;10;2556;1283;428;105;19
92;93;6833;2405;1360;680;225;55;10;2584;1292;428;105;19
93;94;7004;2501;1380;690;230;60;10;2622;1311;437;114;19
94;95;7179;2618;1395;700;235;60;10;2651;1330;447;114;19
95;96;7358;2740;1415;710;235;60;10;2689;1349;447;114;19
96;97;7542;2877;1430;715;240;60;10;2717;1359;456;114;19
97;98;7731;3009;1450;725;240;60;10;2755;1378;456;114;19
98;99;7924;3135;1470;735;245;60;10;2793;1397;466;114;19
99;100;8122;3256;1485;745;250;65;15;2822;1416;475;124;29
100;101;8325;3402;1505;755;250;65;15;2860;1435;475;124;29
101;102;8533;3563;1520;760;255;65;15;2888;1444;485;124;29
102;103;8746;3719;1540;770;255;65;15;2926;1463;485;124;29
103;104;8965;3881;1555;780;260;65;15;2955;1482;494;124;29
104;105;9189;4038;1575;790;265;65;15;2993;1501;504;124;29
105;106;9419;4211;1595;800;265;65;15;3031;1520;504;124;29
106;107;9654;4390;1610;805;270;70;15;3059;1530;513;133;29
107;108;9896;4575;1630;815;270;70;15;3097;1549;513;133;29
108;109;10143;4755;1650;825;275;70;15;3135;1568;523;133;29
109;110;10397;4952;1665;835;280;70;15;3164;1587;532;133;29
110;111;10656;5154;1685;845;280;70;15;3202;1606;532;133;29
111;112;10923;5354;1705;855;285;70;15;3240;1625;542;133;29
112;113;11196;5590;1720;860;285;70;15;3268;1634;542;133;29
113;114;11476;5794;1740;870;290;75;15;3306;1653;551;143;29
114;115;11763;6023;1755;880;295;75;15;3335;1672;561;143;29
115;116;12057;6260;1775;890;295;75;15;3373;1691;561;143;29
116;117;12358;6495;1795;900;300;75;15;3411;1710;570;143;29
117;118;12667;6737;1815;910;305;75;15;3449;1729;580;143;29
118;119;12984;7016;1830;915;305;75;15;3477;1739;580;143;29
119;120;13308;7265;1850;925;310;80;15;3515;1758;589;152;29
120;121;13641;7541;1870;935;310;80;15;3553;1777;589;152;29
121;122;13982;7824;1885;945;315;80;15;3582;1796;599;152;29
122;123;14332;8108;1905;955;320;80;15;3620;1815;608;152;29
123;124;14690;8409;1925;965;320;80;15;3658;1834;608;152;29
124;125;15057;8709;1945;975;325;80;15;3696;1853;618;152;29
125;126;15434;9049;1960;980;325;80;15;3724;1862;618;152;29
126;127;15819;9358;1980;990;330;85;15;3762;1881;627;162;29
127;128;16215;9687;2000;1000;335;85;15;3800;1900;637;162;29
