Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
87;88;6657;1630;1540;770;255;65;15;2926;1463;485;124;29
88;89;6823;1730;1560;780;260;65;15;2964;1482;494;124;29
89;90;6994;1814;1585;795;265;65;15;3012;1511;504;124;29
90;91;7169;1914;1605;805;270;70;15;3050;1530;513;133;29
91;92;7348;2036;1625;815;270;70;15;3088;1549;513;133;29
92;93;7531;2152;1645;825;275;70;15;3126;1568;523;133;29
93;94;7720;2266;1670;835;280;70;15;3173;1587;532;133;29
94;95;7913;2402;1690;845;280;70;15;3211;1606;532;133;29
95;96;8111;2533;1710;855;285;70;15;3249;1625;542;133;29
96;97;8313;2640;1735;870;290;75;15;3297;1653;551;143;29
97;98;8521;2781;1755;880;295;75;15;3335;1672;561;143;29
98;99;8734;2937;1775;890;295;75;15;3373;1691;561;143;29
99;100;8952;3080;1800;900;300;75;15;3420;1710;570;143;29
100;101;9176;3237;1820;910;305;75;15;3458;1729;580;143;29
101;102;9406;3410;1840;920;305;75;15;3496;1748;580;143;29
102;103;9641;3550;1865;935;310;80;15;3544;1777;589;152;29
103;104;9882;3724;1885;945;315;80;15;3582;1796;599;152;29
104;105;10129;3905;1905;955;320;80;15;3620;1815;608;152;29
105;106;10382;4092;1930;965;320;80;15;3667;1834;608;152;29
106;107;10642;4285;1950;975;325;80;15;3705;1853;618;152;29
107;108;10908;4456;1975;990;330;85;15;3753;1881;627;162;29
108;109;11180;4661;1995;1000;335;85;15;3791;1900;637;162;29
109;110;11460;4884;2015;1010;335;85;15;3829;1919;637;162;29
110;111;11746;5095;2040;1020;340;85;15;3876;1938;646;162;29
111;112;12040;5322;2060;1030;345;85;15;3914;1957;656;162;29
112;113;12341;5519;2085;1045;350;90;20;3962;1986;665;171;38
113;114;12649;5770;2105;1055;350;90;20;4000;2005;665;171;38
114;115;12966;6011;2130;1065;355;90;20;4047;2024;675;171;38
115;116;13290;6269;2150;1075;360;90;20;4085;2043;684;171;38
116;117;13622;6544;2170;1085;360;90;20;4123;2062;684;171;38
117;118;13963;6799;2195;1100;365;90;20;4171;2090;694;171;38
118;119;14312;7072;2215;1110;370;95;20;4209;2109;703;181;38
119;120;14669;7353;2240;1120;375;95;20;4256;2128;713;181;38
120;121;15036;7663;2260;1130;375;95;20;4294;2147;713;181;38
121;122;15412;7953;2285;1145;380;95;20;4342;2176;722;181;38
122;123;15797;8271;2305;1155;385;95;20;4380;2195;732;181;38
123;124;16192;8582;2330;1165;390;100;20;4427;2214;741;190;38
124;125;16597;8930;2350;1175;390;100;20;4465;2233;741;190;38
125;126;17012;9259;2375;1190;395;100;20;4513;2261;751;190;38
126;127;17437;9618;2395;1200;400;100;20;4551;2280;760;190;38
127;128;17873;9978;2420;1210;405;100;20;4598;2299;770;190;38
128;129;18320;10329;2445;1225;410;105;20;4646;2328;779;200;38
129;130;18778;10730;2465;1235;410;105;20;4684;2347;779;200;38
130;131;19247;11123;2490;1245;415;105;20;4731;2366;789;200;38
131;132;19729;11539;2510;1255;420;105;20;4769;2385;798;200;38
132;133;20222;11946;2535;1270;425;105;20;4817;2413;808;200;38
133;134;20727;12394;2555;1280;425;105;20;4855;2432;808;200;38
134;135;21245;12828;2580;1290;430;110;20;4902;2451;817;209;38
135;136;21777;13273;2605;1305;435;110;20;4950;2480;827;209;38
136;137;22321;13751;2625;1315;440;110;20;4988;2499;836;209;38
137;138;22879;14243;2650;1325;440;110;20;5035;2518;836;209;38
138;139;23451;14729;2675;1340;445;110;20;5083;2546;846;209;38
139;140;24037;15229;2695;1350;450;115;25;5121;2565;855;219;48
140;141;24638;15754;2720;1360;455;115;25;5168;2584;865;219;48
141;142;25254;16313;2740;1370;455;115;25;5206;2603;865;219;48
142;143;25885;16858;2765;1385;460;115;25;5254;2632;874;219;48
143;144;26532;17429;2790;1395;465;115;25;5301;2651;884;219;48
144;145;27196;18018;2810;1405;470;120;25;5339;2670;893;228;48
145;146;27876;18612;2835;1420;475;120;25;5387;2698;903;228;48
146;147;28573;19243;2860;1430;475;120;25;5434;2717;903;228;48
147;148;29287;19891;2880;1440;480;120;25;5472;2736;912;228;48
148;149;30019;20536;2905;1455;485;120;25;5520;2765;922;228;48
149;150;30769;21201;2930;1465;490;125;25;5567;2784;931;238;48
150;151;31539;21914;2950;1475;490;125;25;5605;2803;931;238;48
151;152;32327;22616;2975;1490;495;125;25;5653;2831;941;238;48
152;153;33135;23349;3000;1500;500;125;25;5700;2850;950;238;48
153;154;33964;24091;3025;1515;505;125;25;5748;2879;960;238;48
154;155;34813;24856;3050;1525;510;130;25;5795;2898;969;247;48
155;156;35683;25669;3070;1535;510;130;25;5833;2917;969;247;48
156;157;36575;26475;3095;1550;515;130;25;5881;2945;979;247;48
157;158;37489;27314;3120;1560;520;130;25;5928;2964;988;247;48
158;159;38427;28185;3140;1570;525;130;25;5966;2983;998;247;48
159;160;39387;29049;3165;1585;530;135;25;6014;3012;1007;257;48
160;161;40372;29968;3190;1595;530;135;25;6061;3031;1007;257;48
161;162;41381;30891;3215;1610;535;135;25;6109;3059;1017;257;48
162;163;42416;31860;3235;1620;540;135;25;6147;3078;1026;257;48
163;164;43476;32844;3260;1630;545;135;25;6194;3097;1036;257;48
164;165;44563;33827;3285;1645;550;140;30;6242;3126;1045;266;57
165;166;45677;34875;3310;1655;550;140;30;6289;3145;1045;266;57
166;167;46819;35931;3335;1670;555;140;30;6337;3173;1055;266;57
167;168;47990;37036;3355;1680;560;140;30;6375;3192;1064;266;57
168;169;49189;38159;3380;1690;565;140;30;6422;3211;1074;266;57
169;170;50419;39293;3405;1705;570;145;30;6470;3240;1083;276;57
170;171;51679;40487;3430;1715;570;145;30;6517;3259;1083;276;57
171;172;52971;41693;3455;1730;575;145;30;6565;3287;1093;276;57
172;173;54296;42943;3480;1740;580;145;30;6612;3306;1102;276;57
173;174;55653;44233;3500;1750;585;145;30;6650;3325;1112;276;57
174;175;57044;45529;3525;1765;590;150;30;6698;3354;1121;285;57
175;176;58471;46890;3550;1775;590;150;30;6745;3373;1121;285;57
176;177;59932;48265;3575;1790;595;150;30;6793;3401;1131;285;57
177;178;61431;49689;3600;1800;600;150;30;6840;3420;1140;285;57
178;179;62966;51137;3625;1815;605;150;30;6888;3449;1150;285;57
179;180;64540;52626;3650;1825;610;155;30;6935;3468;1159;295;57
180;181;66154;54183;3670;1835;610;155;30;6973;3487;1159;295;57
181;182;67808;55751;3695;1850;615;155;30;7021;3515;1169;295;57
182;183;69503;57371;3720;1860;620;155;30;7068;3534;1178;295;57
183;184;71241;59022;3745;1875;625;155;30;7116;3563;1188;295;57
184;185;73022;60719;3770;1885;630;160;30;7163;3582;1197;304;57
185;186;74847;62458;3795;1900;635;160;30;7211;3610;1207;304;57
186;187;76718;64263;3820;1910;635;160;30;7258;3629;1207;304;57
187;188;78636;66095;3845;1925;640;160;30;7306;3658;1216;304;57
188;189;80602;67985;3870;1935;645;160;30;7353;3677;1226;304;57
189;190;82617;69895;3895;1950;650;165;35;7401;3705;1235;314;67
190;191;84683;71894;3915;1960;655;165;35;7439;3724;1245;314;67
