Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
126;127;12584;7471;1565;785;260;65;15;2974;1492;494;124;29
127;128;12898;7738;1580;790;265;65;15;3002;1501;504;124;29
128;129;13221;8013;1595;800;265;65;15;3031;1520;504;124;29
129;130;13551;8287;1610;805;270;70;15;3059;1530;513;133;29
130;131;13890;8578;1625;815;270;70;15;3088;1549;513;133;29
131;132;14237;8878;1640;820;275;70;15;3116;1558;523;133;29
132;133;14593;9186;1655;830;275;70;15;3145;1577;523;133;29
133;134;14958;9504;1670;835;280;70;15;3173;1587;532;133;29
134;135;15332;9830;1685;845;280;70;15;3202;1606;532;133;29
135;136;15715;10166;1700;850;285;70;15;3230;1615;542;133;29
136;137;16108;10511;1715;860;285;70;15;3259;1634;542;133;29
137;138;16511;10857;1730;865;290;75;15;3287;1644;551;143;29
138;139;16923;11221;1745;875;290;75;15;3316;1663;551;143;29
139;140;17347;11598;1760;880;295;75;15;3344;1672;561;143;29
140;141;17780;11983;1775;890;295;75;15;3373;1691;561;143;29
141;142;18225;12381;1790;895;300;75;15;3401;1701;570;143;29
142;143;18680;12788;1805;905;300;75;15;3430;1720;570;143;29
143;144;19147;13208;1820;910;305;75;15;3458;1729;580;143;29
144;145;19626;13639;1835;920;305;75;15;3487;1748;580;143;29
145;146;20117;14074;1850;925;310;80;15;3515;1758;589;152;29
146;147;20620;14529;1865;935;310;80;15;3544;1777;589;152;29
147;148;21135;14997;1880;940;315;80;15;3572;1786;599;152;29
148;149;21663;15477;1895;950;315;80;15;3601;1805;599;152;29
149;150;22205;15972;1910;955;320;80;15;3629;1815;608;152;29
150;151;22760;16479;1925;965;320;80;15;3658;1834;608;152;29
151;152;23329;17001;1940;970;325;80;15;3686;1843;618;152;29
152;153;23912;17536;1955;980;325;80;15;3715;1862;618;152;29
153;154;24510;18058;1975;990;330;85;15;3753;1881;627;162;29
154;155;25123;18633;1990;995;330;85;15;3781;1891;627;162;29
155;156;25751;19203;2005;1005;335;85;15;3810;1910;637;162;29
156;157;26395;19810;2020;1010;335;85;15;3838;1919;637;162;29
157;158;27054;20412;2035;1020;340;85;15;3867;1938;646;162;29
158;159;27731;21051;2050;1025;340;85;15;3895;1948;646;162;29
159;160;28424;21686;2065;1035;345;85;15;3924;1967;656;162;29
160;161;29135;22360;2080;1040;345;85;15;3952;1976;656;162;29
161;162;29863;23013;2095;1050;350;90;20;3981;1995;665;171;38
162;163;30610;23722;2110;1055;350;90;20;4009;2005;665;171;38
163;164;31375;24429;2125;1065;355;90;20;4038;2024;675;171;38
164;165;32159;25147;2145;1075;360;90;20;4076;2043;684;171;38
165;166;32963;25914;2160;1080;360;90;20;4104;2052;684;171;38
166;167;33787;26680;2175;1090;365;90;20;4133;2071;694;171;38
167;168;34632;27487;2190;1095;365;90;20;4161;2081;694;171;38
168;169;35498;28286;2205;1105;370;95;20;4190;2100;703;181;38
169;170;36385;29136;2220;1110;370;95;20;4218;2109;703;181;38
170;171;37295;29988;2235;1120;375;95;20;4247;2128;713;181;38
171;172;38227;30863;2255;1130;375;95;20;4285;2147;713;181;38
172;173;39183;31772;2270;1135;380;95;20;4313;2157;722;181;38
173;174;40162;32703;2285;1145;380;95;20;4342;2176;722;181;38
174;175;41166;33660;2300;1150;385;95;20;4370;2185;732;181;38
175;176;42195;34641;2315;1160;385;95;20;4399;2204;732;181;38
176;177;43250;35640;2330;1165;390;100;20;4427;2214;741;190;38
