Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
114;115;17376;8930;2590;1295;430;110;20;4921;2461;817;209;38
115;116;17811;9279;2615;1310;435;110;20;4969;2489;827;209;38
116;117;18256;9629;2645;1325;440;110;20;5026;2518;836;209;38
117;118;18713;10010;2670;1335;445;110;20;5073;2537;846;209;38
118;119;19180;10363;2700;1350;450;115;25;5130;2565;855;219;48
119;120;19660;10756;2725;1365;455;115;25;5178;2594;865;219;48
120;121;20151;11153;2755;1380;460;115;25;5235;2622;874;219;48
121;122;20655;11581;2780;1390;465;115;25;5282;2641;884;219;48
122;123;21171;11993;2810;1405;470;120;25;5339;2670;893;228;48
123;124;21701;12437;2835;1420;475;120;25;5387;2698;903;228;48
124;125;22243;12884;2865;1435;480;120;25;5444;2727;912;228;48
125;126;22799;13374;2890;1445;480;120;25;5491;2746;912;228;48
