Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
34;35;2318;369;595;300;100;25;5;1131;570;190;48;10
35;36;2376;360;615;310;105;25;5;1169;589;200;48;10
36;37;2435;362;635;320;105;25;5;1207;608;200;48;10
37;38;2496;348;655;330;110;30;5;1245;627;209;57;10
38;39;2559;344;675;340;115;30;5;1283;646;219;57;10
39;40;2622;341;700;350;115;30;5;1330;665;219;57;10
40;41;2688;341;720;360;120;30;5;1368;684;228;57;10
41;42;2755;341;740;370;125;30;5;1406;703;238;57;10
42;43;2824;353;760;380;125;30;5;1444;722;238;57;10
43;44;2895;328;785;395;130;35;5;1492;751;247;67;10
44;45;2967;333;805;405;135;35;5;1530;770;257;67;10
45;46;3041;341;825;415;140;35;5;1568;789;266;67;10
46;47;3117;351;850;425;140;35;5;1615;808;266;67;10
47;48;3195;362;870;435;145;35;5;1653;827;276;67;10
48;49;3275;358;890;445;150;40;10;1691;846;285;76;19
49;50;3357;354;915;460;155;40;10;1739;874;295;76;19
50;51;3441;381;935;470;155;40;10;1777;893;295;76;19
51;52;3527;392;960;480;160;40;10;1824;912;304;76;19
52;53;3615;413;980;490;165;40;10;1862;931;314;76;19
53;54;3705;407;1005;505;170;45;10;1910;960;323;86;19
54;55;3798;443;1025;515;170;45;10;1948;979;323;86;19
55;56;3893;462;1050;525;175;45;10;1995;998;333;86;19
56;57;3990;493;1070;535;180;45;10;2033;1017;342;86;19
57;58;4090;507;1095;550;185;45;10;2081;1045;352;86;19
58;59;4192;552;1115;560;185;45;10;2119;1064;352;86;19
59;60;4297;573;1140;570;190;50;10;2166;1083;361;95;19
60;61;4404;613;1160;580;195;50;10;2204;1102;371;95;19
61;62;4514;637;1185;595;200;50;10;2252;1131;380;95;19
62;63;4627;684;1210;605;200;50;10;2299;1150;380;95;19
63;64;4743;733;1230;615;205;50;10;2337;1169;390;95;19
64;65;4861;756;1255;630;210;55;10;2385;1197;399;105;19
65;66;4983;802;1280;640;215;55;10;2432;1216;409;105;19
66;67;5108;870;1300;650;215;55;10;2470;1235;409;105;19
67;68;5235;911;1325;665;220;55;10;2518;1264;418;105;19
68;69;5366;966;1350;675;225;55;10;2565;1283;428;105;19
69;70;5500;1025;1370;685;230;60;10;2603;1302;437;114;19
70;71;5638;1077;1395;700;235;60;10;2651;1330;447;114;19
71;72;5779;1152;1420;710;235;60;10;2698;1349;447;114;19
72;73;5923;1210;1445;725;240;60;10;2746;1378;456;114;19
73;74;6071;1282;1470;735;245;60;10;2793;1397;466;114;19
74;75;6223;1348;1490;745;250;65;15;2831;1416;475;124;29
75;76;6379;1418;1515;760;255;65;15;2879;1444;485;124;29
76;77;6538;1511;1540;770;255;65;15;2926;1463;485;124;29
77;78;6701;1588;1565;785;260;65;15;2974;1492;494;124;29
78;79;6869;1680;1590;795;265;65;15;3021;1511;504;124;29
79;80;7041;1758;1615;810;270;70;15;3069;1539;513;133;29
80;81;7217;1867;1635;820;275;70;15;3107;1558;523;133;29
81;82;7397;1981;1660;830;275;70;15;3154;1577;523;133;29
82;83;7582;2080;1685;845;280;70;15;3202;1606;532;133;29
83;84;7771;2193;1710;855;285;70;15;3249;1625;542;133;29
84;85;7966;2293;1735;870;290;75;15;3297;1653;551;143;29
85;86;8165;2416;1760;880;295;75;15;3344;1672;561;143;29
86;87;8369;2534;1785;895;300;75;15;3392;1701;570;143;29
87;88;8578;2677;1810;905;300;75;15;3439;1720;570;143;29
88;89;8793;2806;1835;920;305;75;15;3487;1748;580;143;29
89;90;9012;2941;1860;930;310;80;15;3534;1767;589;152;29
90;91;9238;3080;1885;945;315;80;15;3582;1796;599;152;29
91;92;9469;3236;1910;955;320;80;15;3629;1815;608;152;29
92;93;9705;3386;1935;970;325;80;15;3677;1843;618;152;29
93;94;9948;3563;1960;980;325;80;15;3724;1862;618;152;29
94;95;10197;3716;1985;995;330;85;15;3772;1891;627;162;29
95;96;10452;3895;2010;1005;335;85;15;3819;1910;637;162;29
96;97;10713;4071;2035;1020;340;85;15;3867;1938;646;162;29
97;98;10981;4263;2060;1030;345;85;15;3914;1957;656;162;29
98;99;11255;4433;2085;1045;350;90;20;3962;1986;665;171;38
99;100;11537;4649;2110;1055;350;90;20;4009;2005;665;171;38
100;101;11825;4851;2135;1070;355;90;20;4057;2033;675;171;38
101;102;12121;5072;2160;1080;360;90;20;4104;2052;684;171;38
102;103;12424;5288;2185;1095;365;90;20;4152;2081;694;171;38
103;104;12734;5494;2215;1110;370;95;20;4209;2109;703;181;38
104;105;13053;5737;2240;1120;375;95;20;4256;2128;713;181;38
105;106;13379;5977;2265;1135;380;95;20;4304;2157;722;181;38
106;107;13713;6245;2290;1145;380;95;20;4351;2176;722;181;38
107;108;14056;6502;2315;1160;385;95;20;4399;2204;732;181;38
108;109;14407;6769;2340;1170;390;100;20;4446;2223;741;190;38
109;110;14768;7043;2365;1185;395;100;20;4494;2252;751;190;38
110;111;15137;7318;2395;1200;400;100;20;4551;2280;760;190;38
111;112;15515;7620;2420;1210;405;100;20;4598;2299;770;190;38
