Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
57;58;4417;578;1175;590;195;50;10;2233;1121;371;95;19
58;59;4527;613;1200;600;200;50;10;2280;1140;380;95;19
59;60;4641;640;1225;615;205;50;10;2328;1169;390;95;19
60;61;4757;671;1250;625;210;55;10;2375;1188;399;105;19
61;62;4876;704;1275;640;215;55;10;2423;1216;409;105;19
62;63;4997;759;1300;650;215;55;10;2470;1235;409;105;19
63;64;5122;798;1325;665;220;55;10;2518;1264;418;105;19
64;65;5250;850;1350;675;225;55;10;2565;1283;428;105;19
65;66;5382;888;1375;690;230;60;10;2613;1311;437;114;19
66;67;5516;946;1400;700;235;60;10;2660;1330;447;114;19
67;68;5654;998;1425;715;240;60;10;2708;1359;456;114;19
68;69;5795;1073;1450;725;240;60;10;2755;1378;456;114;19
69;70;5940;1132;1475;740;245;60;10;2803;1406;466;114;19
70;71;6089;1186;1500;750;250;65;15;2850;1425;475;124;29
71;72;6241;1251;1525;765;255;65;15;2898;1454;485;124;29
72;73;6397;1332;1550;775;260;65;15;2945;1473;494;124;29
73;74;6557;1406;1575;790;265;65;15;2993;1501;504;124;29
74;75;6721;1504;1600;800;265;65;15;3040;1520;504;124;29
75;76;6889;1568;1630;815;270;70;15;3097;1549;513;133;29
76;77;7061;1654;1655;830;275;70;15;3145;1577;523;133;29
77;78;7237;1755;1680;840;280;70;15;3192;1596;532;133;29
78;79;7418;1849;1705;855;285;70;15;3240;1625;542;133;29
79;80;7604;1950;1730;865;290;75;15;3287;1644;551;143;29
80;81;7794;2045;1760;880;295;75;15;3344;1672;561;143;29
81;82;7989;2154;1785;895;300;75;15;3392;1701;570;143;29
82;83;8188;2287;1810;905;300;75;15;3439;1720;570;143;29
83;84;8393;2406;1835;920;305;75;15;3487;1748;580;143;29
84;85;8603;2512;1865;935;310;80;15;3544;1777;589;152;29
85;86;8818;2651;1890;945;315;80;15;3591;1796;599;152;29
86;87;9038;2786;1915;960;320;80;15;3639;1824;608;152;29
87;88;9264;2916;1945;975;325;80;15;3696;1853;618;152;29
88;89;9496;3063;1970;985;330;85;15;3743;1872;627;162;29
89;90;9733;3214;1995;1000;335;85;15;3791;1900;637;162;29
90;91;9977;3363;2025;1015;340;85;15;3848;1929;646;162;29
91;92;10226;3546;2050;1025;340;85;15;3895;1948;646;162;29
92;93;10482;3716;2075;1040;345;85;15;3943;1976;656;162;29
93;94;10744;3865;2105;1055;350;90;20;4000;2005;665;171;38
94;95;11012;4057;2130;1065;355;90;20;4047;2024;675;171;38
95;96;11288;4239;2160;1080;360;90;20;4104;2052;684;171;38
96;97;11570;4434;2185;1095;365;90;20;4152;2081;694;171;38
97;98;11859;4638;2210;1105;370;95;20;4199;2100;703;181;38
98;99;12156;4840;2240;1120;375;95;20;4256;2128;713;181;38
99;100;12459;5057;2265;1135;380;95;20;4304;2157;722;181;38
100;101;12771;5274;2295;1150;385;95;20;4361;2185;732;181;38
101;102;13090;5527;2320;1160;385;95;20;4408;2204;732;181;38
102;103;13417;5750;2350;1175;390;100;20;4465;2233;741;190;38
103;104;13753;6000;2375;1190;395;100;20;4513;2261;751;190;38
104;105;14097;6249;2405;1205;400;100;20;4570;2290;760;190;38
105;106;14449;6525;2430;1215;405;100;20;4617;2309;770;190;38
106;107;14810;6782;2460;1230;410;105;20;4674;2337;779;200;38
107;108;15181;7066;2485;1245;415;105;20;4722;2366;789;200;38
108;109;15560;7351;2515;1260;420;105;20;4779;2394;798;200;38
109;110;15949;7664;2540;1270;425;105;20;4826;2413;808;200;38
110;111;16348;7959;2570;1285;430;110;20;4883;2442;817;209;38
