Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
48;49;1336;137;365;185;60;15;5;694;352;114;29;10
49;50;1370;133;375;190;65;15;5;713;361;124;29;10
50;51;1404;158;380;190;65;15;5;722;361;124;29;10
51;52;1439;164;390;195;65;15;5;741;371;124;29;10
52;53;1475;172;400;200;65;15;5;760;380;124;29;10
53;54;1512;162;410;205;70;20;5;779;390;133;38;10
54;55;1550;172;420;210;70;20;5;798;399;133;38;10
55;56;1589;182;430;215;70;20;5;817;409;133;38;10
56;57;1628;183;440;220;75;20;5;836;418;143;38;10
57;58;1669;204;445;225;75;20;5;846;428;143;38;10
58;59;1711;218;455;230;75;20;5;865;437;143;38;10
59;60;1753;222;465;235;80;20;5;884;447;152;38;10
60;61;1797;238;475;240;80;20;5;903;456;152;38;10
61;62;1842;254;485;245;80;20;5;922;466;152;38;10
62;63;1888;262;495;250;85;20;5;941;475;162;38;10
63;64;1935;280;505;255;85;20;5;960;485;162;38;10
64;65;1984;320;510;255;85;20;5;969;485;162;38;10
65;66;2033;341;520;260;85;20;5;988;494;162;38;10
66;67;2084;344;530;265;90;25;5;1007;504;171;48;10
67;68;2136;368;540;270;90;25;5;1026;513;171;48;10
68;69;2190;393;550;275;90;25;5;1045;523;171;48;10
69;70;2244;409;560;280;95;25;5;1064;532;181;48;10
70;71;2300;436;570;285;95;25;5;1083;542;181;48;10
71;72;2358;466;580;290;95;25;5;1102;551;181;48;10
72;73;2417;487;590;295;100;25;5;1121;561;190;48;10
73;74;2477;519;600;300;100;25;5;1140;570;190;48;10
74;75;2539;552;610;305;100;25;5;1159;580;190;48;10
75;76;2603;578;620;310;105;25;5;1178;589;200;48;10
76;77;2668;614;630;315;105;25;5;1197;599;200;48;10
77;78;2734;652;640;320;105;25;5;1216;608;200;48;10
78;79;2803;674;650;325;110;30;5;1235;618;209;57;10
79;80;2873;716;660;330;110;30;5;1254;627;209;57;10
80;81;2945;759;670;335;110;30;5;1273;637;209;57;10
81;82;3018;794;680;340;115;30;5;1292;646;219;57;10
82;83;3094;841;690;345;115;30;5;1311;656;219;57;10
83;84;3171;890;700;350;115;30;5;1330;665;219;57;10
84;85;3250;931;710;355;120;30;5;1349;675;228;57;10
85;86;3332;985;720;360;120;30;5;1368;684;228;57;10
86;87;3415;1039;730;365;120;30;5;1387;694;228;57;10
87;88;3500;1086;740;370;125;30;5;1406;703;238;57;10
88;89;3588;1145;750;375;125;30;5;1425;713;238;57;10
89;90;3677;1206;760;380;125;30;5;1444;722;238;57;10
90;91;3769;1250;770;385;130;35;5;1463;732;247;67;10
91;92;3864;1317;780;390;130;35;5;1482;741;247;67;10
92;93;3960;1384;790;395;130;35;5;1501;751;247;67;10
93;94;4059;1445;800;400;135;35;5;1520;760;257;67;10
94;95;4161;1518;810;405;135;35;5;1539;770;257;67;10
95;96;4265;1594;820;410;135;35;5;1558;779;257;67;10
96;97;4371;1662;830;415;140;35;5;1577;789;266;67;10
97;98;4480;1743;840;420;140;35;5;1596;798;266;67;10
98;99;4592;1826;850;425;140;35;5;1615;808;266;67;10
99;100;4707;1903;860;430;145;35;5;1634;817;276;67;10
100;101;4825;1992;870;435;145;35;5;1653;827;276;67;10
101;102;4945;2084;880;440;145;35;5;1672;836;276;67;10
102;103;5069;2152;890;445;150;40;10;1691;846;285;76;19
103;104;5196;2231;905;455;150;40;10;1720;865;285;76;19
104;105;5326;2323;915;460;155;40;10;1739;874;295;76;19
105;106;5459;2427;925;465;155;40;10;1758;884;295;76;19
106;107;5595;2535;935;470;155;40;10;1777;893;295;76;19
107;108;5735;2637;945;475;160;40;10;1796;903;304;76;19
108;109;5879;2753;955;480;160;40;10;1815;912;304;76;19
109;110;6025;2870;965;485;160;40;10;1834;922;304;76;19
110;111;6176;2983;975;490;165;40;10;1853;931;314;76;19
111;112;6331;3109;985;495;165;40;10;1872;941;314;76;19
112;113;6489;3239;995;500;165;40;10;1891;950;314;76;19
113;114;6651;3344;1010;505;170;45;10;1919;960;323;86;19
114;115;6817;3482;1020;510;170;45;10;1938;969;323;86;19
115;116;6988;3624;1030;515;170;45;10;1957;979;323;86;19
116;117;7162;3760;1040;520;175;45;10;1976;988;333;86;19
117;118;7341;3910;1050;525;175;45;10;1995;998;333;86;19
118;119;7525;4066;1060;530;175;45;10;2014;1007;333;86;19
119;120;7713;4216;1070;535;180;45;10;2033;1017;342;86;19
120;121;7906;4361;1085;545;180;45;10;2062;1036;342;86;19
121;122;8103;4520;1095;550;185;45;10;2081;1045;352;86;19
122;123;8306;4694;1105;555;185;45;10;2100;1055;352;86;19
123;124;8514;4874;1115;560;185;45;10;2119;1064;352;86;19
124;125;8726;5039;1125;565;190;50;10;2138;1074;361;95;19
125;126;8945;5230;1135;570;190;50;10;2157;1083;361;95;19
126;127;9168;5415;1150;575;190;50;10;2185;1093;361;95;19
127;128;9397;5606;1160;580;195;50;10;2204;1102;371;95;19
128;129;9632;5812;1170;585;195;50;10;2223;1112;371;95;19
129;130;9873;6025;1180;590;195;50;10;2242;1121;371;95;19
130;131;10120;6234;1190;595;200;50;10;2261;1131;380;95;19
131;132;10373;6459;1200;600;200;50;10;2280;1140;380;95;19
132;133;10632;6660;1215;610;205;50;10;2309;1159;390;95;19
133;134;10898;6897;1225;615;205;50;10;2328;1169;390;95;19
134;135;11171;7142;1235;620;205;50;10;2347;1178;390;95;19
135;136;11450;7373;1245;625;210;55;10;2366;1188;399;105;19
136;137;11736;7631;1255;630;210;55;10;2385;1197;399;105;19
137;138;12029;7886;1270;635;210;55;10;2413;1207;399;105;19
138;139;12330;8149;1280;640;215;55;10;2432;1216;409;105;19
139;140;12638;8428;1290;645;215;55;10;2451;1226;409;105;19
140;141;12954;8716;1300;650;215;55;10;2470;1235;409;105;19
141;142;13278;9002;1310;655;220;55;10;2489;1245;418;105;19
142;143;13610;9286;1325;665;220;55;10;2518;1264;418;105;19
143;144;13950;9588;1335;670;225;55;10;2537;1273;428;105;19
144;145;14299;9908;1345;675;225;55;10;2556;1283;428;105;19
145;146;14657;10238;1355;680;225;55;10;2575;1292;428;105;19
146;147;15023;10548;1370;685;230;60;10;2603;1302;437;114;19
147;148;15398;10895;1380;690;230;60;10;2622;1311;437;114;19
148;149;15783;11251;1390;695;230;60;10;2641;1321;437;114;19
149;150;16178;11608;1400;700;235;60;10;2660;1330;447;114;19
150;151;16582;11964;1415;710;235;60;10;2689;1349;447;114;19
151;152;16997;12341;1425;715;240;60;10;2708;1359;456;114;19
152;153;17422;12738;1435;720;240;60;10;2727;1368;456;114;19
153;154;17857;13144;1445;725;240;60;10;2746;1378;456;114;19
154;155;18304;13544;1460;730;245;60;10;2774;1387;466;114;19
155;156;18761;13972;1470;735;245;60;10;2793;1397;466;114;19
156;157;19230;14413;1480;740;245;60;10;2812;1406;466;114;19
157;158;19711;14836;1490;745;250;65;15;2831;1416;475;124;29
158;159;20204;15281;1505;755;250;65;15;2860;1435;475;124;29
159;160;20709;15748;1515;760;255;65;15;2879;1444;485;124;29
160;161;21227;16237;1525;765;255;65;15;2898;1454;485;124;29
161;162;21757;16730;1540;770;255;65;15;2926;1463;485;124;29
162;163;22301;17236;1550;775;260;65;15;2945;1473;494;124;29
163;164;22859;17766;1560;780;260;65;15;2964;1482;494;124;29
164;165;23430;18308;1570;785;260;65;15;2983;1492;494;124;29
165;166;24016;18836;1585;795;265;65;15;3012;1511;504;124;29
166;167;24616;19408;1595;800;265;65;15;3031;1520;504;124;29
167;168;25232;19977;1605;805;270;70;15;3050;1530;513;133;29
168;169;25863;20571;1620;810;270;70;15;3078;1539;513;133;29
169;170;26509;21188;1630;815;270;70;15;3097;1549;513;133;29
170;171;27172;21813;1640;820;275;70;15;3116;1558;523;133;29
171;172;27851;22444;1655;830;275;70;15;3145;1577;523;133;29
172;173;28547;23102;1665;835;280;70;15;3164;1587;532;133;29
173;174;29261;23788;1675;840;280;70;15;3183;1596;532;133;29
174;175;29993;24482;1690;845;280;70;15;3211;1606;532;133;29
175;176;30742;25193;1700;850;285;70;15;3230;1615;542;133;29
176;177;31511;25933;1710;855;285;70;15;3249;1625;542;133;29
177;178;32299;26654;1725;865;290;75;15;3278;1644;551;143;29
178;179;33106;27433;1735;870;290;75;15;3297;1653;551;143;29
179;180;33934;28232;1745;875;290;75;15;3316;1663;551;143;29
180;181;34782;29033;1760;880;295;75;15;3344;1672;561;143;29
181;182;35652;29874;1770;885;295;75;15;3363;1682;561;143;29
182;183;36543;30737;1780;890;295;75;15;3382;1691;561;143;29
183;184;37457;31613;1790;895;300;75;15;3401;1701;570;143;29
184;185;38393;32501;1805;905;300;75;15;3430;1720;570;143;29
185;186;39353;33423;1815;910;305;75;15;3449;1729;580;143;29
