Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
55;56;2585;304;700;350;115;30;5;1330;665;219;57;10
56;57;2650;312;715;360;120;30;5;1359;684;228;57;10
57;58;2716;340;730;365;120;30;5;1387;694;228;57;10
58;59;2784;350;745;375;125;30;5;1416;713;238;57;10
59;60;2853;382;760;380;125;30;5;1444;722;238;57;10
60;61;2925;387;775;390;130;35;5;1473;741;247;67;10
61;62;2998;422;790;395;130;35;5;1501;751;247;67;10
62;63;3073;439;805;405;135;35;5;1530;770;257;67;10
63;64;3149;478;820;410;135;35;5;1558;779;257;67;10
64;65;3228;500;835;420;140;35;5;1587;798;266;67;10
65;66;3309;514;855;430;145;35;5;1625;817;276;67;10
66;67;3392;559;870;435;145;35;5;1653;827;276;67;10
67;68;3476;568;885;445;150;40;10;1682;846;285;76;19
68;69;3563;618;900;450;150;40;10;1710;855;285;76;19
69;70;3652;649;915;460;155;40;10;1739;874;295;76;19
70;71;3744;703;930;465;155;40;10;1767;884;295;76;19
71;72;3837;739;945;475;160;40;10;1796;903;304;76;19
72;73;3933;778;965;485;160;40;10;1834;922;304;76;19
73;74;4031;829;980;490;165;40;10;1862;931;314;76;19
74;75;4132;882;995;500;165;40;10;1891;950;314;76;19
75;76;4235;928;1010;505;170;45;10;1919;960;323;86;19
76;77;4341;986;1025;515;170;45;10;1948;979;323;86;19
77;78;4450;1028;1045;525;175;45;10;1986;998;333;86;19
78;79;4561;1102;1060;530;175;45;10;2014;1007;333;86;19
79;80;4675;1159;1075;540;180;45;10;2043;1026;342;86;19
80;81;4792;1238;1090;545;180;45;10;2071;1036;342;86;19
81;82;4912;1291;1110;555;185;45;10;2109;1055;352;86;19
82;83;5035;1348;1125;565;190;50;10;2138;1074;361;95;19
83;84;5160;1436;1140;570;190;50;10;2166;1083;361;95;19
84;85;5289;1498;1160;580;195;50;10;2204;1102;371;95;19
85;86;5422;1583;1175;590;195;50;10;2233;1121;371;95;19
86;87;5557;1671;1190;595;200;50;10;2261;1131;380;95;19
87;88;5696;1762;1205;605;200;50;10;2290;1150;380;95;19
88;89;5838;1837;1225;615;205;50;10;2328;1169;390;95;19
89;90;5984;1946;1240;620;205;50;10;2356;1178;390;95;19
90;91;6134;2029;1255;630;210;55;10;2385;1197;399;105;19
91;92;6287;2115;1275;640;215;55;10;2423;1216;409;105;19
92;93;6445;2235;1290;645;215;55;10;2451;1226;409;105;19
93;94;6606;2339;1305;655;220;55;10;2480;1245;418;105;19
94;95;6771;2447;1325;665;220;55;10;2518;1264;418;105;19
95;96;6940;2569;1340;670;225;55;10;2546;1273;428;105;19
96;97;7114;2695;1355;680;225;55;10;2575;1292;428;105;19
97;98;7291;2797;1375;690;230;60;10;2613;1311;437;114;19
98;99;7474;2942;1390;695;230;60;10;2641;1321;437;114;19
99;100;7660;3061;1410;705;235;60;10;2679;1340;447;114;19
100;101;7852;3196;1425;715;240;60;10;2708;1359;456;114;19
101;102;8048;3355;1440;720;240;60;10;2736;1368;456;114;19
102;103;8249;3489;1460;730;245;60;10;2774;1387;466;114;19
103;104;8456;3648;1475;740;245;60;10;2803;1406;466;114;19
104;105;8667;3792;1490;745;250;65;15;2831;1416;475;124;29
105;106;8884;3952;1510;755;250;65;15;2869;1435;475;124;29
106;107;9106;4116;1525;765;255;65;15;2898;1454;485;124;29
107;108;9333;4277;1545;775;260;65;15;2936;1473;494;124;29
108;109;9567;4474;1560;780;260;65;15;2964;1482;494;124;29
109;110;9806;4646;1580;790;265;65;15;3002;1501;504;124;29
110;111;10051;4843;1595;800;265;65;15;3031;1520;504;124;29
111;112;10302;5019;1615;810;270;70;15;3069;1539;513;133;29
112;113;10560;5239;1630;815;270;70;15;3097;1549;513;133;29
113;114;10824;5436;1650;825;275;70;15;3135;1568;523;133;29
114;115;11094;5649;1665;835;280;70;15;3164;1587;532;133;29
115;116;11372;5870;1685;845;280;70;15;3202;1606;532;133;29
116;117;11656;6107;1700;850;285;70;15;3230;1615;542;133;29
117;118;11947;6350;1715;860;285;70;15;3259;1634;542;133;29
118;119;12246;6573;1735;870;290;75;15;3297;1653;551;143;29
119;120;12552;6812;1755;880;295;75;15;3335;1672;561;143;29
120;121;12866;7088;1770;885;295;75;15;3363;1682;561;143;29
121;122;13188;7344;1790;895;300;75;15;3401;1701;570;143;29
122;123;13517;7625;1805;905;300;75;15;3430;1720;570;143;29
123;124;13855;7896;1825;915;305;75;15;3468;1739;580;143;29
124;125;14202;8206;1840;920;305;75;15;3496;1748;580;143;29
125;126;14557;8486;1860;930;310;80;15;3534;1767;589;152;29
126;127;14921;8792;1875;940;315;80;15;3563;1786;599;152;29
127;128;15294;9108;1895;950;315;80;15;3601;1805;599;152;29
128;129;15676;9424;1915;960;320;80;15;3639;1824;608;152;29
129;130;16068;9778;1930;965;320;80;15;3667;1834;608;152;29
130;131;16469;10112;1950;975;325;80;15;3705;1853;618;152;29
131;132;16881;10457;1965;985;330;85;15;3734;1872;627;162;29
132;133;17303;10822;1985;995;330;85;15;3772;1891;627;162;29
133;134;17736;11208;2000;1000;335;85;15;3800;1900;637;162;29
134;135;18179;11594;2020;1010;335;85;15;3838;1919;637;162;29
135;136;18634;11983;2040;1020;340;85;15;3876;1938;646;162;29
136;137;19099;12390;2055;1030;345;85;15;3905;1957;656;162;29
137;138;19577;12811;2075;1040;345;85;15;3943;1976;656;162;29
138;139;20066;13216;2095;1050;350;90;20;3981;1995;665;171;38
139;140;20568;13680;2110;1055;350;90;20;4009;2005;665;171;38
140;141;21082;14127;2130;1065;355;90;20;4047;2024;675;171;38
141;142;21609;14597;2145;1075;360;90;20;4076;2043;684;171;38
142;143;22149;15080;2165;1085;360;90;20;4114;2062;684;171;38
143;144;22703;15567;2185;1095;365;90;20;4152;2081;694;171;38
144;145;23271;16098;2200;1100;365;90;20;4180;2090;694;171;38
145;146;23852;16603;2220;1110;370;95;20;4218;2109;703;181;38
146;147;24449;17133;2240;1120;375;95;20;4256;2128;713;181;38
147;148;25060;17696;2255;1130;375;95;20;4285;2147;713;181;38
148;149;25686;18256;2275;1140;380;95;20;4323;2166;722;181;38
149;150;26329;18832;2295;1150;385;95;20;4361;2185;732;181;38
150;151;26987;19452;2310;1155;385;95;20;4389;2195;732;181;38
151;152;27661;20051;2330;1165;390;100;20;4427;2214;741;190;38
152;153;28353;20686;2350;1175;390;100;20;4465;2233;741;190;38
153;154;29062;21337;2365;1185;395;100;20;4494;2252;751;190;38
154;155;29788;21997;2385;1195;400;100;20;4532;2271;760;190;38
155;156;30533;22685;2405;1205;400;100;20;4570;2290;760;190;38
156;157;31296;23401;2420;1210;405;100;20;4598;2299;770;190;38
157;158;32079;24127;2440;1220;405;100;20;4636;2318;770;190;38
158;159;32881;24853;2460;1230;410;105;20;4674;2337;779;200;38
159;160;33703;25608;2480;1240;415;105;20;4712;2356;789;200;38
160;161;34545;26402;2495;1250;415;105;20;4741;2375;789;200;38
161;162;35409;27200;2515;1260;420;105;20;4779;2394;798;200;38
162;163;36294;28018;2535;1270;425;105;20;4817;2413;808;200;38
163;164;37201;28868;2555;1280;425;105;20;4855;2432;808;200;38
164;165;38131;29742;2570;1285;430;110;20;4883;2442;817;209;38
165;166;39085;30639;2590;1295;430;110;20;4921;2461;817;209;38
166;167;40062;31549;2610;1305;435;110;20;4959;2480;827;209;38
167;168;41063;32484;2630;1315;440;110;20;4997;2499;836;209;38
168;169;42090;33463;2645;1325;440;110;20;5026;2518;836;209;38
169;170;43142;34448;2665;1335;445;110;20;5064;2537;846;209;38
170;171;44221;35441;2685;1345;450;115;25;5102;2556;855;219;48
171;172;45326;36489;2705;1355;450;115;25;5140;2575;855;219;48
172;173;46459;37575;2720;1360;455;115;25;5168;2584;865;219;48
173;174;47621;38680;2740;1370;455;115;25;5206;2603;865;219;48
174;175;48811;39804;2760;1380;460;115;25;5244;2622;874;219;48
175;176;50032;40958;2780;1390;465;115;25;5282;2641;884;219;48
176;177;51282;42151;2800;1400;465;115;25;5320;2660;884;219;48
177;178;52564;43367;2815;1410;470;120;25;5349;2679;893;228;48
178;179;53878;44614;2835;1420;475;120;25;5387;2698;903;228;48
179;180;55225;45904;2855;1430;475;120;25;5425;2717;903;228;48
180;181;56606;47219;2875;1440;480;120;25;5463;2736;912;228;48
181;182;58021;48567;2895;1450;485;120;25;5501;2755;922;228;48
182;183;59472;49980;2910;1455;485;120;25;5529;2765;922;228;48
183;184;60958;51390;2930;1465;490;125;25;5567;2784;931;238;48
184;185;62482;52857;2950;1475;490;125;25;5605;2803;931;238;48
185;186;64044;54352;2970;1485;495;125;25;5643;2822;941;238;48
186;187;65646;55888;2990;1495;500;125;25;5681;2841;950;238;48
187;188;67287;57472;3010;1505;500;125;25;5719;2860;950;238;48
188;189;68969;59087;3030;1515;505;125;25;5757;2879;960;238;48
189;190;70693;60745;3045;1525;510;130;25;5786;2898;969;247;48
190;191;72460;62455;3065;1535;510;130;25;5824;2917;969;247;48
191;192;74272;64200;3085;1545;515;130;25;5862;2936;979;247;48
192;193;76129;65991;3105;1555;520;130;25;5900;2955;988;247;48
193;194;78032;67837;3125;1565;520;130;25;5938;2974;988;247;48
194;195;79983;69721;3145;1575;525;130;25;5976;2993;998;247;48
195;196;81982;71644;3165;1585;530;135;25;6014;3012;1007;257;48
196;197;84032;73657;3180;1590;530;135;25;6042;3021;1007;257;48
197;198;86133;75691;3200;1600;535;135;25;6080;3040;1017;257;48
198;199;88286;77787;3220;1610;535;135;25;6118;3059;1017;257;48
199;200;90493;79928;3240;1620;540;135;25;6156;3078;1026;257;48
200;201;92755;82123;3260;1630;545;135;25;6194;3097;1036;257;48
201;202;95074;84385;3280;1640;545;135;25;6232;3116;1036;257;48
202;203;97451;86678;3300;1650;550;140;30;6270;3135;1045;266;57
