Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
48;49;1441;138;400;200;65;15;5;760;380;124;29;10
49;50;1477;136;405;205;70;20;5;770;390;133;38;10
50;51;1514;145;415;210;70;20;5;789;399;133;38;10
51;52;1552;154;425;215;70;20;5;808;409;133;38;10
52;53;1591;155;435;220;75;20;5;827;418;143;38;10
53;54;1631;157;450;225;75;20;5;855;428;143;38;10
54;55;1671;178;455;230;75;20;5;865;437;143;38;10
55;56;1713;182;465;235;80;20;5;884;447;152;38;10
56;57;1756;197;475;240;80;20;5;903;456;152;38;10
57;58;1800;212;485;245;80;20;5;922;466;152;38;10
58;59;1845;219;495;250;85;20;5;941;475;162;38;10
59;60;1891;227;510;255;85;20;5;969;485;162;38;10
60;61;1938;246;520;260;85;20;5;988;494;162;38;10
61;62;1987;247;530;265;90;25;5;1007;504;171;48;10
62;63;2036;268;540;270;90;25;5;1026;513;171;48;10
63;64;2087;290;550;275;90;25;5;1045;523;171;48;10
64;65;2139;304;560;280;95;25;5;1064;532;181;48;10
65;66;2193;329;570;285;95;25;5;1083;542;181;48;10
66;67;2248;356;580;290;95;25;5;1102;551;181;48;10
67;68;2304;374;590;295;100;25;5;1121;561;190;48;10
68;69;2361;403;600;300;100;25;5;1140;570;190;48;10
69;70;2420;433;610;305;100;25;5;1159;580;190;48;10
70;71;2481;456;620;310;105;25;5;1178;589;200;48;10
71;72;2543;489;630;315;105;25;5;1197;599;200;48;10
72;73;2606;486;645;325;110;30;5;1226;618;209;57;10
73;74;2672;524;655;330;110;30;5;1245;627;209;57;10
74;75;2738;561;665;335;110;30;5;1264;637;209;57;10
75;76;2807;592;675;340;115;30;5;1283;646;219;57;10
76;77;2877;633;685;345;115;30;5;1302;656;219;57;10
77;78;2949;677;695;350;115;30;5;1321;665;219;57;10
78;79;3023;713;705;355;120;30;5;1340;675;228;57;10
79;80;3098;751;720;360;120;30;5;1368;684;228;57;10
80;81;3176;800;730;365;120;30;5;1387;694;228;57;10
81;82;3255;841;740;370;125;30;5;1406;703;238;57;10
82;83;3336;893;750;375;125;30;5;1425;713;238;57;10
83;84;3420;949;760;380;125;30;5;1444;722;238;57;10
84;85;3505;967;775;390;130;35;5;1473;741;247;67;10
85;86;3593;1026;785;395;130;35;5;1492;751;247;67;10
86;87;3683;1078;795;400;135;35;5;1511;760;257;67;10
87;88;3775;1141;805;405;135;35;5;1530;770;257;67;10
88;89;3869;1207;815;410;135;35;5;1549;779;257;67;10
89;90;3966;1266;825;415;140;35;5;1568;789;266;67;10
90;91;4065;1328;840;420;140;35;5;1596;798;266;67;10
91;92;4167;1401;850;425;140;35;5;1615;808;266;67;10
92;93;4271;1467;860;430;145;35;5;1634;817;276;67;10
93;94;4377;1544;870;435;145;35;5;1653;827;276;67;10
94;95;4487;1579;885;445;150;40;10;1682;846;285;76;19
95;96;4599;1663;895;450;150;40;10;1701;855;285;76;19
96;97;4714;1749;905;455;150;40;10;1720;865;285;76;19
97;98;4832;1829;915;460;155;40;10;1739;874;295;76;19
98;99;4953;1912;930;465;155;40;10;1767;884;295;76;19
99;100;5076;2007;940;470;155;40;10;1786;893;295;76;19
100;101;5203;2096;950;475;160;40;10;1805;903;304;76;19
101;102;5333;2198;960;480;160;40;10;1824;912;304;76;19
102;103;5467;2274;975;490;165;40;10;1853;931;314;76;19
103;104;5603;2381;985;495;165;40;10;1872;941;314;76;19
104;105;5743;2493;995;500;165;40;10;1891;950;314;76;19
105;106;5887;2580;1010;505;170;45;10;1919;960;323;86;19
106;107;6034;2699;1020;510;170;45;10;1938;969;323;86;19
107;108;6185;2821;1030;515;170;45;10;1957;979;323;86;19
108;109;6340;2938;1040;520;175;45;10;1976;988;333;86;19
109;110;6498;3048;1055;530;175;45;10;2005;1007;333;86;19
110;111;6660;3172;1065;535;180;45;10;2024;1017;342;86;19
111;112;6827;3311;1075;540;180;45;10;2043;1026;342;86;19
112;113;6998;3444;1090;545;180;45;10;2071;1036;342;86;19
113;114;7173;3581;1100;550;185;45;10;2090;1045;352;86;19
114;115;7352;3731;1110;555;185;45;10;2109;1055;352;86;19
115;116;7536;3849;1125;565;190;50;10;2138;1074;361;95;19
116;117;7724;4009;1135;570;190;50;10;2157;1083;361;95;19
117;118;7917;4173;1145;575;190;50;10;2176;1093;361;95;19
118;119;8115;4324;1160;580;195;50;10;2204;1102;371;95;19
119;120;8318;4498;1170;585;195;50;10;2223;1112;371;95;19
120;121;8526;4678;1180;590;195;50;10;2242;1121;371;95;19
121;122;8739;4834;1195;600;200;50;10;2271;1140;380;95;19
122;123;8957;5023;1205;605;200;50;10;2290;1150;380;95;19
123;124;9181;5209;1215;610;205;50;10;2309;1159;390;95;19
124;125;9411;5401;1230;615;205;50;10;2337;1169;390;95;19
125;126;9646;5608;1240;620;205;50;10;2356;1178;390;95;19
126;127;9887;5801;1250;625;210;55;10;2375;1188;399;105;19
127;128;10134;6000;1265;635;210;55;10;2404;1207;399;105;19
128;129;10388;6216;1275;640;215;55;10;2423;1216;409;105;19
129;130;10647;6446;1285;645;215;55;10;2442;1226;409;105;19
130;131;10914;6676;1300;650;215;55;10;2470;1235;409;105;19
131;132;11186;6910;1310;655;220;55;10;2489;1245;418;105;19
132;133;11466;7142;1325;665;220;55;10;2518;1264;418;105;19
133;134;11753;7391;1335;670;225;55;10;2537;1273;428;105;19
134;135;12047;7656;1345;675;225;55;10;2556;1283;428;105;19
135;136;12348;7920;1360;680;225;55;10;2584;1292;428;105;19
136;137;12656;8181;1370;685;230;60;10;2603;1302;437;114;19
137;138;12973;8450;1385;695;230;60;10;2632;1321;437;114;19
138;139;13297;8736;1395;700;235;60;10;2651;1330;447;114;19
139;140;13630;9040;1405;705;235;60;10;2670;1340;447;114;19
140;141;13970;9343;1420;710;235;60;10;2698;1349;447;114;19
