Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
63;64;3529;231;1005;505;170;45;10;1910;960;323;86;19
64;65;3617;262;1025;515;170;45;10;1948;979;323;86;19
65;66;3707;305;1040;520;175;45;10;1976;988;333;86;19
66;67;3800;341;1060;530;175;45;10;2014;1007;333;86;19
67;68;3895;370;1080;540;180;45;10;2052;1026;342;86;19
68;69;3993;401;1100;550;185;45;10;2090;1045;352;86;19
69;70;4092;443;1120;560;185;45;10;2128;1064;352;86;19
70;71;4195;471;1140;570;190;50;10;2166;1083;361;95;19
71;72;4299;517;1155;580;195;50;10;2195;1102;371;95;19
72;73;4407;568;1175;590;195;50;10;2233;1121;371;95;19
73;74;4517;612;1195;600;200;50;10;2271;1140;380;95;19
74;75;4630;658;1215;610;205;50;10;2309;1159;390;95;19
75;76;4746;717;1235;620;205;50;10;2347;1178;390;95;19
76;77;4864;759;1255;630;210;55;10;2385;1197;399;105;19
77;78;4986;814;1275;640;215;55;10;2423;1216;409;105;19
78;79;5111;882;1295;650;215;55;10;2461;1235;409;105;19
79;80;5238;943;1315;660;220;55;10;2499;1254;418;105;19
80;81;5369;1007;1335;670;225;55;10;2537;1273;428;105;19
81;82;5504;1085;1355;680;225;55;10;2575;1292;428;105;19
82;83;5641;1147;1375;690;230;60;10;2613;1311;437;114;19
83;84;5782;1221;1395;700;235;60;10;2651;1330;447;114;19
84;85;5927;1309;1415;710;235;60;10;2689;1349;447;114;19
85;86;6075;1391;1435;720;240;60;10;2727;1368;456;114;19
86;87;6227;1476;1455;730;245;60;10;2765;1387;466;114;19
87;88;6382;1574;1475;740;245;60;10;2803;1406;466;114;19
88;89;6542;1648;1495;750;250;65;15;2841;1425;475;124;29
89;90;6705;1744;1515;760;255;65;15;2879;1444;485;124;29
90;91;6873;1855;1535;770;255;65;15;2917;1463;485;124;29
91;92;7045;1961;1555;780;260;65;15;2955;1482;494;124;29
92;93;7221;2070;1575;790;265;65;15;2993;1501;504;124;29
93;94;7401;2193;1595;800;265;65;15;3031;1520;504;124;29
94;95;7586;2303;1615;810;270;70;15;3069;1539;513;133;29
95;96;7776;2417;1640;820;275;70;15;3116;1558;523;133;29
96;97;7971;2555;1660;830;275;70;15;3154;1577;523;133;29
97;98;8170;2688;1680;840;280;70;15;3192;1596;532;133;29
98;99;8374;2825;1700;850;285;70;15;3230;1615;542;133;29
99;100;8583;2977;1720;860;285;70;15;3268;1634;542;133;29
100;101;8798;3116;1740;870;290;75;15;3306;1653;551;143;29
101;102;9018;3269;1760;880;295;75;15;3344;1672;561;143;29
102;103;9243;3437;1780;890;295;75;15;3382;1691;561;143;29
103;104;9474;3582;1805;905;300;75;15;3430;1720;570;143;29
104;105;9711;3752;1825;915;305;75;15;3468;1739;580;143;29
105;106;9954;3920;1845;925;310;80;15;3506;1758;589;152;29
106;107;10203;4112;1865;935;310;80;15;3544;1777;589;152;29
107;108;10458;4300;1885;945;315;80;15;3582;1796;599;152;29
108;109;10719;4486;1910;955;320;80;15;3629;1815;608;152;29
109;110;10987;4697;1930;965;320;80;15;3667;1834;608;152;29
110;111;11262;4905;1950;975;325;80;15;3705;1853;618;152;29
111;112;11543;5110;1970;985;330;85;15;3743;1872;627;162;29
112;113;11832;5342;1990;995;330;85;15;3781;1891;627;162;29
113;114;12128;5552;2015;1010;335;85;15;3829;1919;637;162;29
114;115;12431;5789;2035;1020;340;85;15;3867;1938;646;162;29
115;116;12742;6033;2055;1030;345;85;15;3905;1957;656;162;29
116;117;13060;6285;2080;1040;345;85;15;3952;1976;656;162;29
117;118;13387;6528;2100;1050;350;90;20;3990;1995;665;171;38
118;119;13721;6795;2120;1060;355;90;20;4028;2014;675;171;38
119;120;14064;7081;2140;1070;355;90;20;4066;2033;675;171;38
120;121;14416;7347;2165;1085;360;90;20;4114;2062;684;171;38
121;122;14776;7640;2185;1095;365;90;20;4152;2081;694;171;38
122;123;15146;7934;2205;1105;370;95;20;4190;2100;703;181;38
123;124;15524;8246;2230;1115;370;95;20;4237;2119;703;181;38
124;125;15913;8568;2250;1125;375;95;20;4275;2138;713;181;38
125;126;16310;8899;2270;1135;380;95;20;4313;2157;722;181;38
126;127;16718;9221;2295;1150;385;95;20;4361;2185;732;181;38
127;128;17136;9582;2315;1160;385;95;20;4399;2204;732;181;38
128;129;17564;9935;2335;1170;390;100;20;4437;2223;741;190;38
129;130;18004;10299;2360;1180;395;100;20;4484;2242;751;190;38
130;131;18454;10692;2380;1190;395;100;20;4522;2261;751;190;38
131;132;18915;11087;2400;1200;400;100;20;4560;2280;760;190;38
132;133;19388;11473;2425;1215;405;100;20;4608;2309;770;190;38
133;134;19873;11882;2445;1225;410;105;20;4646;2328;779;200;38
