Current Level;Goal Level;Total Fps;Owner Investment;P1 Reward;P2 Reward;P3 Reward;P4 Reward;P5 Reward;P1 Reward (Arc Level 80);P2 Reward (Arc Level 80);P3 Reward (Arc Level 80);P4 Reward (Arc Level 80);P5 Reward (Arc Level 80)
72;73;3080;637;750;375;125;30;5;1425;713;238;57;10
73;74;3157;686;760;380;125;30;5;1444;722;238;57;10
74;75;3236;698;775;390;130;35;5;1473;741;247;67;10
75;76;3317;750;785;395;130;35;5;1492;751;247;67;10
76;77;3400;786;800;400;135;35;5;1520;760;257;67;10
77;78;3485;842;810;405;135;35;5;1539;770;257;67;10
78;79;3572;872;825;415;140;35;5;1568;789;266;67;10
79;80;3661;933;835;420;140;35;5;1587;798;266;67;10
80;81;3753;987;850;425;140;35;5;1615;808;266;67;10
81;82;3847;1043;860;430;145;35;5;1634;817;276;67;10
82;83;3943;1091;875;440;145;35;5;1663;836;276;67;10
83;84;4041;1124;890;445;150;40;10;1691;846;285;76;19
84;85;4142;1197;900;450;150;40;10;1710;855;285;76;19
85;86;4246;1243;915;460;155;40;10;1739;874;295;76;19
86;87;4352;1320;925;465;155;40;10;1758;884;295;76;19
87;88;4461;1392;940;470;155;40;10;1786;893;295;76;19
88;89;4572;1465;950;475;160;40;10;1805;903;304;76;19
89;90;4687;1532;965;485;160;40;10;1834;922;304;76;19
90;91;4804;1611;975;490;165;40;10;1853;931;314;76;19
91;92;4924;1693;990;495;165;40;10;1881;941;314;76;19
92;93;5047;1749;1005;505;170;45;10;1910;960;323;86;19
93;94;5173;1847;1015;510;170;45;10;1929;969;323;86;19
94;95;5303;1939;1030;515;170;45;10;1957;979;323;86;19
95;96;5435;2033;1040;520;175;45;10;1976;988;333;86;19
96;97;5571;2121;1055;530;175;45;10;2005;1007;333;86;19
97;98;5710;2213;1070;535;180;45;10;2033;1017;342;86;19
98;99;5853;2328;1080;540;180;45;10;2052;1026;342;86;19
99;100;5999;2416;1095;550;185;45;10;2081;1045;352;86;19
100;101;6149;2528;1110;555;185;45;10;2109;1055;352;86;19
101;102;6303;2654;1120;560;185;45;10;2128;1064;352;86;19
102;103;6461;2746;1135;570;190;50;10;2157;1083;361;95;19
103;104;6622;2869;1150;575;190;50;10;2185;1093;361;95;19
104;105;6788;2997;1160;580;195;50;10;2204;1102;371;95;19
105;106;6957;3118;1175;590;195;50;10;2233;1121;371;95;19
106;107;7131;3245;1190;595;200;50;10;2261;1131;380;95;19
107;108;7309;3395;1200;600;200;50;10;2280;1140;380;95;19
108;109;7492;3520;1215;610;205;50;10;2309;1159;390;95;19
109;110;7679;3669;1230;615;205;50;10;2337;1169;390;95;19
110;111;7871;3833;1240;620;205;50;10;2356;1178;390;95;19
111;112;8068;3963;1255;630;210;55;10;2385;1197;399;105;19
112;113;8270;4127;1270;635;210;55;10;2413;1207;399;105;19
113;114;8477;4296;1280;640;215;55;10;2432;1216;409;105;19
114;115;8688;4459;1295;650;215;55;10;2461;1235;409;105;19
115;116;8906;4630;1310;655;220;55;10;2489;1245;418;105;19
116;117;9128;4804;1325;665;220;55;10;2518;1264;418;105;19
117;118;9357;4995;1335;670;225;55;10;2537;1273;428;105;19
118;119;9590;5190;1350;675;225;55;10;2565;1283;428;105;19
119;120;9830;5364;1365;685;230;60;10;2594;1302;437;114;19
120;121;10076;5573;1380;690;230;60;10;2622;1311;437;114;19
121;122;10328;5796;1390;695;230;60;10;2641;1321;437;114;19
122;123;10586;5996;1405;705;235;60;10;2670;1340;447;114;19
123;124;10851;6224;1420;710;235;60;10;2698;1349;447;114;19
124;125;11122;6457;1430;715;240;60;10;2717;1359;456;114;19
125;126;11400;6687;1445;725;240;60;10;2746;1378;456;114;19
126;127;11685;6925;1460;730;245;60;10;2774;1387;466;114;19
127;128;11977;7169;1475;740;245;60;10;2803;1406;466;114;19
128;129;12276;7401;1490;745;250;65;15;2831;1416;475;124;29
129;130;12583;7680;1500;750;250;65;15;2850;1425;475;124;29
130;131;12898;7937;1515;760;255;65;15;2879;1444;485;124;29
131;132;13220;8221;1530;765;255;65;15;2907;1454;485;124;29
132;133;13551;8495;1545;775;260;65;15;2936;1473;494;124;29
133;134;13890;8806;1555;780;260;65;15;2955;1482;494;124;29
134;135;14237;9115;1570;785;260;65;15;2983;1492;494;124;29
135;136;14593;9413;1585;795;265;65;15;3012;1511;504;124;29
136;137;14957;9740;1600;800;265;65;15;3040;1520;504;124;29
137;138;15331;10048;1615;810;270;70;15;3069;1539;513;133;29
138;139;15715;10394;1630;815;270;70;15;3097;1549;513;133;29
139;140;16108;10749;1640;820;275;70;15;3116;1558;523;133;29
140;141;16510;11103;1655;830;275;70;15;3145;1577;523;133;29
141;142;16923;11469;1670;835;280;70;15;3173;1587;532;133;29
142;143;17346;11844;1685;845;280;70;15;3202;1606;532;133;29
143;144;17780;12231;1700;850;285;70;15;3230;1615;542;133;29
144;145;18224;12646;1710;855;285;70;15;3249;1625;542;133;29
145;146;18680;13035;1725;865;290;75;15;3278;1644;551;143;29
146;147;19147;13465;1740;870;290;75;15;3306;1653;551;143;29
147;148;19625;13885;1755;880;295;75;15;3335;1672;561;143;29
148;149;20116;14338;1770;885;295;75;15;3363;1682;561;143;29
149;150;20619;14784;1785;895;300;75;15;3392;1701;570;143;29
150;151;21134;15262;1800;900;300;75;15;3420;1710;570;143;29
151;152;21663;15733;1815;910;305;75;15;3449;1729;580;143;29
152;153;22204;16245;1825;915;305;75;15;3468;1739;580;143;29
153;154;22759;16763;1840;920;305;75;15;3496;1748;580;143;29
154;155;23328;17266;1855;930;310;80;15;3525;1767;589;152;29
155;156;23911;17811;1870;935;310;80;15;3553;1777;589;152;29
156;157;24509;18351;1885;945;315;80;15;3582;1796;599;152;29
157;158;25122;18927;1900;950;315;80;15;3610;1805;599;152;29
158;159;25750;19498;1915;960;320;80;15;3639;1824;608;152;29
159;160;26394;20104;1930;965;320;80;15;3667;1834;608;152;29
